time,flux
-5.888075788441416,1.00013273849473
-5.88790372420269,0.9998389614191612
-5.8868188723850485,0.999926623776517
-5.8867421166804315,0.999919205063626
-5.8866755124502275,1.0002185793913192
-5.886646942767503,0.9996888924475812
-5.886558437889685,1.0002870364373464
-5.885949961965012,0.9996943748523428
-5.885663060710915,1.000107415736298
-5.885414251549275,0.9999697230168606
-5.8846590203737,1.000050135275824
-5.884237021702786,0.9995067753847471
-5.8835953181669325,1.0003091914002353
-5.883372964268515,0.9996305838454947
-5.883137651274097,1.0000274805012133
-5.882851399529586,1.0000375151221672
-5.88272814296375,1.0003678003761671
-5.882666646015042,0.9999016404608752
-5.8821130717357235,0.9997282379700902
-5.882072289289808,0.9998446641911412
-5.881814304162635,1.0002705195197095
-5.880704746774732,1.0000505166475315
-5.880426643632782,0.9999950519379591
-5.879957745508376,1.000016277621609
-5.87979968023534,1.0000515708307731
-5.879725358393993,1.00012757677388
-5.8796386500496265,1.0000876409401953
-5.878560093662582,1.0001895470409858
-5.8782316157482315,1.0000368280753409
-5.878195993450552,1.0000812939808483
-5.877425655992186,0.9997896329043483
-5.877123369582576,0.9998809072249418
-5.876942224552884,0.999959096614394
-5.876048778304924,0.9998958723638225
-5.87604000404879,1.000111346241736
-5.875967917091363,1.0000615081695687
-5.875829118444913,0.9996631778679492
-5.875795695750115,0.9998715707269419
-5.875716415050237,0.9998441647737445
-5.8747444254219925,0.9999326272125593
-5.8746954712694786,0.9999780981088074
-5.873636619535511,0.9998217298578227
-5.873213776622933,0.9997281999031977
-5.873084838492527,0.9999110883420732
-5.872993318836793,1.0003058051150582
-5.8724268847340175,1.0002722474471062
-5.872199061391381,1.00020663734895
-5.871815944575006,1.0001240657603458
-5.871289603422945,1.0001420818634286
-5.871075890694199,1.000099961866399
-5.870771414289547,1.0001318425067878
-5.870593634473169,0.9999368957710375
-5.869970667688932,1.0000788685219286
-5.8697968918612675,0.999979790898393
-5.869453587511712,0.9998488733550366
-5.869400665150818,1.0009361659363996
-5.86924673501349,0.9999095405086899
-5.869097100269006,0.9998510420147319
-5.869033851855742,1.0000210573610868
-5.868700093418014,1.000092307948846
-5.868181770150053,0.9999754654018782
-5.867641549384359,1.0001825885099591
-5.867469620471245,1.0000053640062307
-5.866385905245408,1.0001075634752556
-5.866307982680916,1.000134776558698
-5.866242420949919,0.9997637158930389
-5.866214000402498,0.9999163538275988
-5.866124282702668,1.0001858310171052
-5.865516083504286,0.9999563737165708
-5.865228697955292,0.9998504650518963
-5.864980237050087,0.9993947580492659
-5.8642254642671725,0.9999517133417825
-5.863802786109171,0.999612065195702
-5.863161338424962,0.9998141094735012
-5.862939552284069,0.9999540168212663
-5.862703225334102,0.9999715657049496
-5.862418438887429,1.0003013151632747
-5.862295037500933,1.0001860454029445
-5.8622337961928555,0.999819950765108
-5.86167960037222,1.0002202729549032
-5.86163807863809,1.0001753498598989
-5.861380030231817,1.000125391954201
-5.860270451656412,1.000135270105414
-5.859992598691074,1.000205611458013
-5.859524920548223,1.0001188127658138
-5.8593667810604195,1.000107023566458
-5.859291355369045,0.9999460394376666
-5.859204336072024,0.9997022605069131
-5.858126046166895,0.9998086044204452
-5.857797413449399,0.9999481547068315
-5.857762392989787,1.0000011919810665
-5.856991463093804,0.9999065381708667
-5.856689087713785,1.0002206784916834
-5.856508568445509,1.000205951920945
-5.8556156471069905,0.9998615604142846
-5.855605749210171,1.0000567768108937
-5.855535193492533,0.9998822396490025
-5.855396108668074,1.000108101369288
-5.855361475261346,0.9997118080086159
-5.85528260003599,0.9999370704148749
-5.854311139275266,0.9997384846656431
-5.854261039363155,1.0000418996441625
-5.853202279662786,0.9998653761007614
-5.85278083454169,0.9999484278511621
-5.852652021615963,0.9999643038314366
-5.852560335137072,0.9999487741779923
-5.851992734327186,1.000048426652646
-5.851764919570222,1.0000439731623092
-5.851382301848063,0.9999683561044
-5.850855315289544,1.0002185930461471
-5.850641679809607,0.9998375177828756
-5.850337999969637,0.9999601488666529
-5.850159838201832,0.9997647134961437
-5.849536595098499,0.9999518057131637
-5.8493625504095625,0.999887687510887
-5.8490202191757685,1.0001719999267629
-5.848966712766491,1.0002277719201704
-5.848813904545565,0.9998560283366744
-5.848664280016311,0.9999057403079944
-5.848600755349575,1.0000453961340627
-5.84826565092514,0.999886849628039
-5.847748343380904,1.0000455974386446
-5.847207210377462,1.000074954450413
-5.84595313799815,1.0001857057330064
-5.845873748797055,0.9998186308536088
-5.845809329682441,0.9999102899726126
-5.845781258148155,1.0000679189571937
-5.845690127406305,1.000131083695389
-5.84508230527008,1.0000770012150935
-5.844794435316846,1.0003570841169378
-5.844546122440967,0.9998215563504662
-5.843792008386821,0.9999235170337343
-5.843368350477471,1.0001997799975688
-5.842727358675748,0.9996518795991164
-5.842505940523687,1.0001011382641076
-5.8422689993446655,1.0000044112264521
-5.8419855781587655,1.0000725309292606
-5.8418008466029105,0.9994635437176609
-5.841246029015198,0.9999007084268985
-5.841203667919355,1.000597289389626
-5.840945756424829,0.9998563028463425
-5.839836156545335,0.9997566512927543
-5.839558553640194,1.0000218188880867
-5.839091995492721,1.0000219800274026
-5.838933982111815,1.0000776217461833
-5.838857352802342,1.0000726620306704
-5.838770122095182,0.9996976107853743
-5.837691898663202,1.0001782234118088
-5.837363011061603,1.0000196655825964
-5.837328792754436,1.0002315995194935
-5.836557370421728,1.000192228264354
-5.836254805764969,1.0001128989423465
-5.83607491233089,0.9999720540155275
-5.8351824161411265,0.9998741887647469
-5.835171594263184,1.0000653731538427
-5.835102269863205,0.999786276452096
-5.834963299133005,0.999694828350631
-5.834927054763637,0.9999542514954936
-5.834848885248048,1.0000236729300402
-5.833877853368614,0.9999809547003978
-5.833826807458354,1.0001485540618942
-5.832767939782774,1.0000193847471532
-5.832347992286586,0.9999430431449373
-5.832219304747436,0.999977936581244
-5.832127351670183,0.9998020048733963
-5.831558684146702,1.0002946160175215
-5.831330677624642,0.999865219538424
-5.830948459127013,0.9999419058140996
-5.830421227390496,1.0001538574489912
-5.83020756874391,1.0000406651383502
-5.829904685883148,0.9996893636428988
-5.829726141923927,0.9996506176461493
-5.829102322390128,0.9999237021715462
-5.8289281089645115,0.9999403261150983
-5.8285868510726555,1.0000275532466492
-5.828532960609231,1.000091465646958
-5.828380873937628,0.9999729459317892
-5.8282315598226715,0.9999366050830331
-5.828167759084243,1.0002000194948915
-5.827831408310216,1.000071105610054
-5.827314816836538,0.999632598714263
-5.826772771253388,0.9997999453203752
-5.826601113013141,1.0001861919035369
-5.82552027066282,0.9998580109405429
-5.825439415145262,0.9999066942302
-5.82537623865507,1.0002033245440622
-5.825348415893051,0.9999747387124941
-5.825255971928163,1.0000017891154154
-5.824648327274253,0.9998144116892267
-5.824360272802863,1.000079100963777
-5.824111907591011,0.9998123784005819
-5.823358652740233,1.000231414997194
-5.8229340147956545,1.00032193696355
-5.8222933791593645,0.9999439316736312
-5.822072429229729,0.9997892678110691
-5.821834573288168,1.0000726662913533
-5.821552817314275,1.0005226082869858
-5.821428827259131,0.999818722346517
-5.821368096905144,0.9995869107509305
-5.820812357883002,0.9996255930345285
-5.820769357121312,1.0001866690428154
-5.820511482610426,0.9997025285963691
-5.819401761542668,1.0004681555233048
-5.819124508349068,1.000258308141881
-5.81865917043798,0.9996276523384895
-5.818501083162449,0.9999817153772602
-5.818423350235811,1.0002743269519858
-5.81833570824052,0.9994766026666018
-5.817257951634024,0.9997827326392501
-5.8169287085873,0.99998915411643
-5.816895192519257,1.0001659203627553
-5.816123277989769,0.9997778937877835
-5.815641256681932,0.9998537007383514
-5.814749085407332,0.9996450839842808
-5.814737339191734,0.9999023292328726
-5.814669446205318,0.9999203988584492
-5.814530389589758,0.9997361285118506
-5.814492734506937,1.0000779154867157
-5.813444567687549,1.0003649561618133
-5.813392475676451,0.9999533381161764
-5.812333599902762,0.9999546898448526
-5.811915049863373,1.0000707774420385
-5.8117863879283185,1.0000373106573828
