time,flux
-2.5941637613784825,1.0000693334801012
-2.5941204041221595,1.000012519411795
-2.593791336272815,0.9997711771685955
-2.5933102863145137,1.0000723336011386
-2.5932360194083555,0.9997813585905092
-2.5931095941276174,0.999059999586137
-2.593055117697722,1.0000295531556878
-2.5930473970403183,0.9998651570133912
-2.5929441340531976,0.9997393911939748
-2.5929207050616148,1.0000465826657778
-2.592705512701242,0.9999960630707988
-2.592579565488913,1.0001192386008433
-2.592277695874524,1.002226737425753
-2.5921638274293284,0.9999764837009069
-2.5920004604412394,0.9997645577750351
-2.5917318698349265,0.9998556368967793
-2.5915794281789744,1.00008437375455
-2.591494930107722,0.9999342358806645
-2.5914454151590665,0.9999294631224611
-2.5912844493607783,1.0002260929942515
-2.591246929730075,0.9999285066502552
-2.591212109535434,1.000069247174751
-2.59107765204276,0.9999937399029852
-2.590438092074448,1.000038113664237
-2.5903888284355867,0.9999403709274163
-2.590198468743365,1.000046013277334
-2.590168361268536,0.9998953682952587
-2.5901108251009726,0.9999173626534602
-2.589896249445809,0.9999778576568759
-2.589666163397246,1.000209905167844
-2.5895349142323822,0.9998564510778488
-2.5894949015450983,1.000145460825366
-2.5892330435478264,0.9998339083469667
-2.588891184302849,1.0001446736691897
-2.588647739752704,0.9997584898367704
-2.5886277746534256,0.9998212183735273
-2.5886029539659448,1.0000919707507978
-2.5886012807943177,1.0000914197608044
-2.5883864596817565,0.9999013210230913
-2.5883461962107135,1.0000542882154213
-2.5883131578432694,1.0001794030319469
-2.5878993306910125,0.9999376423242411
-2.587799471986357,0.9997181599308438
-2.5877927955322138,1.0000004775748177
-2.587388234352921,1.0001730049048199
-2.587188730454098,1.0001351077081155
-2.587092574917345,0.9998429298469639
-2.5870507083190954,0.9998935309830198
-2.5870061305351486,1.0001184262446812
-2.586876630443376,0.9998864677419317
-2.586802202680996,0.9997736676015888
-2.5867735057727113,1.0001465479171445
-2.5867454455196075,0.9999813362839098
-2.586565784147052,1.0001543614009245
-2.586145703098393,1.000197291936295
-2.5861062854471633,0.9999546477601932
-2.586078420085667,1.0003348640039673
-2.58573199469579,1.000117977251618
-2.585570439774255,1.0000718449264794
-2.58554446340802,1.0001152291747917
-2.5854001348285927,0.9999388068323336
-2.5852144810288413,1.0001090904928887
-2.5849926787445066,1.0001201758543485
-2.584737533598259,0.9998641849524552
-2.584435667683357,0.9999939271529851
-2.5844056886478897,0.9997626520839404
-2.584372566779988,1.0000258927742038
-2.584276284956651,0.9998215453634015
-2.5840605535020815,0.9998987897110229
-2.5839151497937576,1.0000630105086996
-2.5837029469040766,0.9998179208973544
-2.5834303054884837,0.9999536751920851
-2.5833835371315526,0.9999661569561447
-2.5831741485331694,0.9998006872237769
-2.5829031299541936,0.9997984994916895
-2.5828167245988434,1.0002192291290362
-2.582781237819297,1.000086526377137
-2.582682229308402,0.9999169691277636
-2.5826803131912324,1.0001907656781446
-2.582561687453518,0.999979872086813
-2.582420088147034,0.9999528605997465
-2.581865371400694,0.9998640482502522
-2.5816255817486793,0.9998705178848217
